id|title|actor name|director name|year|genre
16124|Submission: Part I (2004) (TV)||Gogh, Theo van|2004|Short
16125|Angel, la diva y yo (1999)|Fontes, Miguel|Nisenson, Pablo|1999|Drama
16126|Anne Frank: The Whole Story (2001) (TV)|Taylor-Gordon, Hannah|Dornhelm, Robert|2001|Biography
16127|Lars and the Real Girl (2007)|Mortimer, Emily|Gillespie, Craig (I)|2007|Comedy
16128|She's All That (1999)|Matheson, Tim (I)|Iscove, Robert|1999|Comedy
16129|Convoy (1978)|Orrison, Bob|Peckinpah, Sam|1978|Comedy
16130|Betaab (1983)|Deol, Sunny (I)|Rawail, Rahul|1983|Romance
16131|Alarm, The (1914)|Arbuckle, Roscoe 'Fatty'|Arbuckle, Roscoe 'Fatty'|1914|Short
16132|Luna, La (1979)|Mei, Francesco|Bertolucci, Bernardo|1979|Drama
16133|Pisaj (2004)|Assawanon, Ammara|Chukiatsakwirakul, Ma-Deaw|2004|Horror
16134|Baadshah (1999)|Praveen (I)|Burmawalla, Abbas Alibhai|1999|Comedy
16135|Agar Tum Na Hote (1983)|Parmar, Rekha|Tandon, Lekh|1983|Drama
16136|Adiyozhukkukal (1984)|Seema (II)|Sasi, I.V.|1984|Drama
16137|Bait (2000)|Boy, Gouchy|Fuqua, Antoine|2000|Thriller
16138|Homme du large, L' (1920)|Dolys, Jane|L'Herbier, Marcel|1920|Drama
16139|Amanush (1975/I)|Ghosh, Tarun|Samanta, Shakti|1975|Drama
16140|Revelation (2001)|Long, Joseph (I)|Urban, Stuart|2001|Drama
16141|Gift Wrapped (1952)|Benaderet, Bea|Freleng, Friz|1952|Short
16142|Gentle Gunman, The (1952)|Kavanagh, Seamus|Dearden, Basil|1952|Drama
16143|Comeback, The (1978)|Silk, Jeff|Walker, Pete (I)|1978|Horror
16144|Milagro Beanfield War, The (1988)|Griffith, Melanie|Redford, Robert (I)|1988|Comedy
16145|Ghost Ship (1952)|Marlowe, Anthony|Sewell, Vernon|1952|Horror
16146|Last King of Scotland, The (2006)|Rafferty, Barbara|Macdonald, Kevin|2006|History
16147|Librarian: Return to King Solomon's Mines, The (2006) (TV)|Bawa, Mehboob|Frakes, Jonathan|2006|Action
16148|Nim's Island (2008)|||2008|Family
16149|Midnight Run (1988)|Brill, Fran|Brest, Martin|1988|Comedy
16150|Tali-Ihantala 1944 (2007)|Malm, Jesper|Lindman, ?ke|2005|War
16151|Maula Jat (1979)|Qureshi, Mustafa|Malik, Yunus|1979|Drama
16152|Long hu men (1979)|Hwang, Jang Lee|Lu, Chin-Ku|1979|Action
16153|Beat (2000)|Reedus, Norman|Walkow, Gary|2000|Drama
16154|Long quan (1979)|Chiang, Kao|Lo, Wei|1979|Drama
16155|24th Day, The (2004)|Frost, Jeffrey|Piccirillo, Tony|2004|Thriller
16156|Muchachas que estudian (1939)|May, Ana|Romero, Manuel (I)|1939|Comedy
16157|Lost and Found (1979)|Carlson, Leslie|Frank, Melvin|1979|Comedy
16158|Love at First Bite (1979)|Roby, Lavelle|Dragoti, Stan|1979|Horror
16159|Cleopatra Wong (1978)|Varona, Dante|Suarez, Bobby A.|1978|
16160|Komodo vs. Cobra (2005) (TV)|Wills, Delpano|Wynorski, Jim|2005|Horror
16161|Human Stuff (1920)|Christians, Rudolph|Eason, B. Reeves|1920|Western
16162|Green Glove, The (1952)|Dehner, John|Mat?, Rudolph|1952|Drama
16163|Jatt Jeona Morh (1991)|Gill, Gugu||1991|
16164|Greatest Show on Earth, The (1952)|Richards, Keith (I)|DeMille, Cecil B.|1952|Romance
16165|Victory (1981)|O'Callaghan, Kevin|Huston, John (I)|1981|Action
16166|My Chauffeur (1986)|Benson, Vickie|Beaird, David|1986|Comedy
16167|Dude, Where's My Car? (2000)|Barros, Claudine|Leiner, Danny|2000|Comedy
16168|My Beautiful Laundrette (1985)|Campbell, Colin (XI)|Frears, Stephen|1985|Drama
16169|Murphy's Law (1986)|Carver, Randall|Lee Thompson, J.|1986|Action
16170|Star Wars: Episode II - Attack of the Clones (2002)|Oyaya, Mary|Lucas, George|2002|Romance
16171|Star Wars: Episode III - Revenge of the Sith (2005)|Spence, Paul|Lucas, George|2005|Sci-Fi
16172|Lovewrecked (2005)|Wagner, Kelly (I)|Kleiser, Randal|2005|Comedy
16173|CQ (2001)|Dahan, Magali|Coppola, Roman|2001|Comedy
16174|'Weird Al' Yankovic Live! (1999) (V)|Jay, Steve|Dimich, Michael|1999|
16175|Hangman's Knot (1952)|Denning, Richard (I)|Huggins, Roy|1952|Western
16176|Cheap Detective, The (1978)|Williamson, Nicol|Moore, Robert (I)|1978|Comedy
16177|Happy Time, The (1952)|Hunt, Marsha (I)|Fleischer, Richard|1952|Comedy
16178|Moondru Mudichu (1976)|Hassan, Kamal|Balachander, K.|1976|
16179|Child of Glass (1978) (TV)|Nickerson, Denise|Erman, John|1978|Drama
16180|Visiting Hours (1982)|Purl, Linda|Lord, Jean-Claude|1982|Horror
16181|Amore, piombo e furore (1978)|Peckinpah, Sam|Hellman, Monte|1978|Western
16182|I Love a Man in Uniform (1993)|McCamus, Tom|Wellington, David (I)|1993|Drama
16183|Mouna Ragam (1986)|Revathi|Ratnam, Mani|1986|Drama
16184|I Am a Promise: The Children of Stanton Elementary School (1993)|||1993|Documentary
16185|Mr. Bill's Real Life Adventures (1986)|Kasdorf, Lenore|Drake, Jim (II)|1986|Comedy
16186|?tlaginn (1981)|Karlsson, ?r?inn|Gu?mundsson, ?g?st|1981|Drama
16187|Mob Queen (1998)|Conley, David (V)|Carnoy, Jon|1998|Comedy
16188|Cartaio, Il (2004)|Merli, Adalberto Maria|Argento, Dario|2004|Horror
16189|Huevos de oro (1993)|Carlo, Ismael 'East'|Luna, Bigas|1993|Drama
16190|Hum Hain Rahi Pyar Ke (1993)|Kumar, Navin|Bhatt, Mahesh (I)|1993|Comedy
16191|Bidaai (1974)|Jagdeep|Prasad, L.V.|1974|Drama
16192|Target for Tonight (1941)||Watt, Harry|1941|War
16193|Uns et les autres, Les (1981)|G?lin, Manuel|Lelouch, Claude|1981|Music
16194|Big Trouble (2002)|Dempsey, Trish|Sonnenfeld, Barry|2002|Comedy
16195|Chant of Jimmie Blacksmith, The (1978)|Mafi-Williams, Lorraine|Schepisi, Fred|1978|Drama
16196|Take Me Up to the Ball Game (1980) (TV)|||1980|Sci-Fi
16197|Bazaar (1982)|Chopra, B.L.|Sarhadi, Sagar|1982|Drama
16198|Naam (1986)|Joshi, Arvind|Bhatt, Mahesh (I)|1986|Family
16199|Cat and the Canary, The (1979)|Hussey, Olivia|Metzger, Radley|1979|Horror
16200|Household Saints (1993)|Wenderlich, Philliss|Savoca, Nancy|1993|Drama
16201|House of the Spirits, The (1993)|Santos, Manuela (I)|August, Bille|1993|Romance
16202|Carry on Emmannuelle (1978)|Boa, Bruce|Thomas, Gerald (I)|1978|Comedy
16203|Hsi yen (1993)|Peng, Neal|Lee, Ang|1993|Comedy
16204|Hsimeng jensheng (1993)|Tsai, Yi-Hua|Hou, Hsiao-hsien|1993|Drama
16205|Vabank (1981)|Herominski, Grzegorz|Machulski, Juliusz|1981|Comedy
16206|Cat from Outer Space, The (1978)|White, Jesse (I)|Tokar, Norman|1978|Comedy
16207|Varning f?r J?nssonligan (1981)|Ardenstam, Sten|Cornell, Jonas|1981|Comedy
16208|Hua tian xi shi (1993)|Ng, Man Tat|Ko, Clifton|1993|Comedy
16209|Aerial Anarchists, The (1911)|||1911|Short
16210|My Little Pony: The Movie (1986)|Kaye, Angella|Joens, Michael|1986|Animation
16211|House of Cards (1993)|Banks, Issac J.|Lessac, Michael|1993|Drama
16212|Mystic Pizza (1988)|Vanaria, Robert|Petrie, Donald|1988|Comedy
16213|Hot Shots! Part Deux (1993)|Escobar, John (I)|Abrahams, Jim|1993|Comedy
16214|Hour of the Pig, The (1993)|Marcoz, Isabelle|Megahey, Leslie|1993|Drama
16215|Umrao Jaan (1981)|Shah, Naseeruddin (I)|Ali, Muzaffar|1981|Drama
16216|Homem Que Copiava, O (2003)|S?rio, Marco|Furtado, Jorge (I)|2003|Comedy
16217|Modern Girls (1986)|Kessler, Quin|Kramer, Jerry (II)|1986|Comedy
16218|Alapalooza: The Videos (1994) (V)|Jay, Steve|Levey, Jay|1994|Short
16219|Fool's Luck (1926)|Lane, Lupino|Arbuckle, Roscoe 'Fatty'|1926|Short
16220|Mission, The (1986)|Lawn, Tony|Joff?, Roland|1986|Drama
16221|Under the Rainbow (1981)|Briscoe, Jimmy|Rash, Steve|1981|Comedy
16222|Homeward Bound: The Incredible Journey (1993)|Eney, Woody|Dunham, Duwayne|1993|Comedy
16223|My Stepmother Is an Alien (1988)|McDermott, Kevin (I)|Benjamin, Richard|1988|Comedy
16224|Cabinet of Dr. Caligari, The (2005)|Hopkins, Neil (I)|Fisher, David Lee (I)|2005|Horror
16225|Miracles (1986)|Vendrell, Carlos|Kouf, Jim|1986|Comedy
16226|'Weird Al' Yankovic Video Library: His Greatest Hits, The (1992) (V)|Kihn, Greg|Delia, Francis|1992|Short
16227|Pardesi (1957)|Obukhova, Varvara|Abbas, Khwaja Ahmad|1957|Adventure
16228|Tre fratelli (1981)|Milone, Cosimo|Rosi, Francesco|1981|Drama
16229|Hocus Pocus (1993)|Rocket, Charles|Ortega, Kenny|1993|Horror
16230|Pane, amore e... (1955)|Guerzoni, Fausto|Risi, Dino|1955|Comedy
16231|God Who Wasn't There, The (2005)|Butcher, Scott|Flemming, Brian (I)|2005|Documentary
16232|Pal Joey (1957)|Martinez, Ramon (I)|Sidney, George (II)|1957|Romance
16233|Pajama Game, The (1957)|Haney, Carol|Donen, Stanley|1957|Romance
16234|Morning After, The (1986)|Song, Patti|Lumet, Sidney|1986|Thriller
16235|Anaahat (2003)|Bendre, Sonali|Palekar, Amol|2003|Drama
16236|Exit Wounds (2001)|Washington, Isaiah (I)|Bartkowiak, Andrzej|2001|Thriller
16237|Mosquito Coast, The (1986)|McQueen, Butterfly|Weir, Peter|1986|Drama
16238|Hy?ry?-gai (2000)|Krasnov, Anatoli|Miike, Takashi (I)|2000|Drama
16239|Mona Lisa (1986)|Bedall, Rod|Jordan, Neil (I)|1986|Drama
16240|Outer Space Jitters (1957)|Hunter, Arline|White, Jules|1957|Short
16241|Chori Mera Kaam (1975)|Maruti (I)|Brij|1975|Comedy
16242|True Game of Death, The (1981)|Tayler, Ali|Tien-Tai, Chen|1981|
16243|True Confessions (1981)|Carson, Darwyn|Grosbard, Ulu|1981|Drama
16244|Tulips (1981)|Lausanne, Jazzmin|Waxman, Al|1981|Comedy
16245|Free Zone (2005)|Khoury, Makram|Gitai, Amos|2005|Comedy
16246|Money Pit, The (1986)|Filiault, Tom|Benjamin, Richard|1986|Comedy
16247|Hexed (1993)|Glasgow, Gil|Spencer, Alan (I)|1993|Comedy
16248|I Am Not What You Want (2001)|Hung, Lik Hang|Hung, Wing Kit|2001|Drama
16249|Operation Mad Ball (1957)|Grant, Kathryn (I)|Quine, Richard|1957|Comedy
16250|Genius (1999) (TV)|Bisson, Yannick|Daniel, Rod|1999|Comedy
16251|Monster in the Closet (1987)|White, Jesse (I)|Dahlin, Bob|1987|Horror
16252|Prime Cut (1972)|Reinsch, Therese|Ritchie, Michael (I)|1972|Drama
16253|38 popugaev (1976)|Livanov, Vasili|Ufimtsev, Ivan|1976|Animation
16254|Aberration (1997)|Bossell, Simon|Boxell, Tim|1997|Horror
16255|General Crack (1930)|Barrymore, John (I)|Crosland, Alan (I)|1930|History
16256|Rich Man's Wife, The (1996)|Rodriguez, Valente|Holden Jones, Amy|1996|Drama
16257|Right to Remain Silent, The (1996) (TV)|Joshua, Larry|de la Bouillerie, Hubert C.|1996|Drama
16258|Absender unbekannt (1950)|Hohmann, Tilla|R?thonyi, ?kos (II)|1950|
16259|Ridicule (1996)|Berman, Marc (I)|Leconte, Patrice|1996|Comedy
16260|Private Parts (1972)|Ruymen, Ayn|Bartel, Paul|1972|Horror
16261|Pane, amore e fantasia (1953)|Riento, Virgilio|Comencini, Luigi|1953|Comedy
16262|Sukeban Deka (1987)|Sugimoto, Tetta|Tanaka, Hideo|1987|Drama
16263|Pardon My Backfire (1953)|Kelsey, Fred|White, Jules|1953|Short
16264|Pulp (1972)|Cumani Quasimodo, Maria|Hodges, Mike (I)|1972|Drama
16265|Parineeta (1953)|Hussain, Nasir (I)|Roy, Bimal (I)|1953|Drama
16266|Swan Princess: The Mystery of the Enchanted Kingdom, The (1998)|Nissen, Brian (II)|Rich, Richard|1998|Animation
16267|Pirates of the Caribbean: The Curse of the Black Pearl (2003)|Egan, Finneus|Verbinski, Gore|2003|Comedy
16268|Going Wild (1930)|Vanderveer, Ellinor|Seiter, William A.|1930|Romance
16269|From Nurse to Worse (1940)|Howard, Curly|White, Jules|1940|Short
16270|Ripe (1996)|Jensen, Erik (II)|Ogrodnik, Mo|1996|Drama
16271|Jahan Pyar Mile (1969)|Hussain, Nasir (I)|Tandon, Lekh|1969|Drama
16272|D?tonborigawa (1982)|Sanada, Hiroyuki|Fukasaku, Kinji|1982|Drama
16273|Aiqing mala tang (1997)|Gao, Yuanyuan|Zhang, Yang (II)|1997|
16274|Robinson Crusoe (1997)|Anthony, Lysette|Hardy, Rod (I)|1997|Drama
16275|Great Game, The (1930)|Batten, John (I)|Raymond, Jack (III)|1930|Comedy
16276|S?som i en spegel (1961)|Bj?rnstrand, Gunnar|Bergman, Ingmar|1961|Drama
16277|Married to Order (1920)|Ross, Bud|Chase, Charley|1920|Short
16278|Inteha (1998)|Meera (I)|Peerzada, Samina|1998|Drama
16279|Green Goddess, The (1930)|Boyd, Betty|Green, Alfred E.|1930|Adventure
16280|Skuggornas hus (1996) (mini)|Sal?n, Jesper|H?fstr?m, Mikael|1996|
16281|Angel of Contention, The (1914)|Walsh, Raoul|O'Brien, John B.|1914|Short
16282|Anji (2004)|Krishna, Ramya|Ramakrishna, Kodi|2004|Drama
16283|Crazy in Alabama (1999)|Osborne, Holmes|Banderas, Antonio (I)|1999|Comedy
16284|Rage (1972)|Wilson, Terry (I)|Scott, George C.|1972|Drama
16285|Why Do Fools Fall in Love (1998)|Allison, Frankie J.|Nava, Gregory|1998|Music
16286|Race the Sun (1996)|Lee, Jeamin|Kanganis, Charles T.|1996|Comedy
16287|Happy Days (1929/I)|Navarro, Joan|Stoloff, Benjamin|1929|Musical
16288|Into the Arms of Strangers: Stories of the Kindertransport (2000)|Epstein, Hedy|Harris, Mark Jonathan|2000|Documentary
16289|Splendor in the Grass (1961)|Norris, Jan|Kazan, Elia|1961|Drama
16290|Snow White (1902)|||1902|
16291|Slow Burn (2005)|Diggs, Taye|Beach, Wayne|2005|Drama
16292|Fighting 69th, The (1940)|Nelson, Byron (I)|Keighley, William|1940|Biography
16293|Quartermaine's Terms (1987) (TV)|Bron, Eleanor|Hays, Bill|1987|Comedy
16294|Quick and the Undead, The (2006)|Skye, Elysia|Nott, Gerald|2006|Horror
16295|Daltry Calhoun (2005)|Green, Gatlin|Bronson, Katrina Holden|2005|Comedy
16296|Being Caribou (2005)|Josie, Peter|Allison, Leanne|2005|Documentary
16297|Innale (1989)|Lalitha, K.P.A.C.|Padmarajan, P.|1989|Drama
16298|Raja Hindustani (1996)|Khemu, Kunal|Darshan, Dharmesh|1996|Comedy
16299|Ransom (1996)|Smith, Mark (III)|Howard, Ron (I)|1996|Crime
16300|China Girl (1942)|Pennington, Ann (I)|Hathaway, Henry|1942|Drama
16301|Ghunghat (1960)|Chitnis, Leela|Sagar, Ramanand|1960|
16302|Niagara (1953)|Carey Jr., Harry|Hathaway, Henry|1953|Drama
16303|Something Wild (1961)|Ramsey, Logan|Garfein, Jack|1961|Drama
16304|Never Let Me Go (1953)|Valentina, Anna (I)|Daves, Delmer|1953|Drama
16305|Hell's Angels (1930)|Wilson, Al (I)|Whale, James (I)|1930|Drama
16306|Fatal Hour, The (1940)|Janssen, Elsa (I)|Nigh, William|1940|Horror
16307|Fantasia (1940)|Burton, Corey|Satterfield, Paul (I)|1940|Music
16308|Rasputin (1996) (TV)|Kov?cs, Patricia|Edel, Uli|1996|History
16309|Caved In (2006) (TV)|Pintea, Adrian|Pepin, Richard|2006|Horror
16310|Please Don't Eat My Mother (1973)|Fredlund, Alice|Monson, Carl|1973|Horror
16311|Snow White and the Three Stooges (1961)|McNabb, Leon|Lang, Walter (I)|1961|Comedy
16312|Seres queridos (2004)|Herranz, Carlos|Harari, Dominic|2004|Comedy
16313|Foreign Correspondent (1940)|Malyon, Eily|Hitchcock, Alfred (I)|1940|Thriller
16314|Pocket Money (1972)|Belford, Christine|Rosenberg, Stuart (I)|1972|Comedy
16315|High Society Blues (1930)|Fazenda, Louise|Butler, David (I)|1930|Romance
16316|Hog Wild (1930)|Granger, Dorothy|Parrott, James|1930|Short
16317|So Evil, So Young (1961)|Lambirth, Penny|Grayson, Godfrey|1961|Drama
16318|Pyare Mohan (2006)|Irani, Adi|Kumar, Indra|2006|Comedy
16319|Sibirska Ledi Magbet (1961)|Krstic, Ljiljana (I)|Wajda, Andrzej|1961|Drama
16320|Refugee All Stars, The (2005)|Langba, Francis John|Niles, Zach|2005|Documentary
16321|Hold Everything (1930)|Brown, Joe E.|Del Ruth, Roy|1930|Comedy
16322|Poseidon Adventure, The (1972)|Sharpe, David (I)|Neame, Ronald|1972|Thriller
16323|Half Nelson (2006)|Silver, Bryce|Fleck, Ryan|2006|Drama
16324|Facing the Giants (2006)|Blackwell, James|Kendrick, Alex|2006|Drama
16325|East Side Kids (1940)|Bryant, Joyce|Hill, Robert F.|1940|Comedy
16326|Edogawa ranpo taizen: Kyofu kikei ningen (1969)|Ohki, Minoru|Ishii, Teruo|1969|Horror
16327|Laka yom ya zalem (1952)|Tawfik, Mohammed|Abouseif, Salah|1952|
16328|Drums of Fu Manchu (1940)|Sharpe, David (I)|Witney, William|1940|Action
16329|Return to Horror High (1987)|Lethin, Lori|Froehlich, Bill|1987|Horror
16330|Between Showers (1914)|Conklin, Chester|Lehrman, Henry|1914|Short
16331|Surcos (1951)|Conde, Chano|Nieves Conde, Jos? Antonio|1951|Drama
16332|Superman and the Mole-Men (1951)|Dean, Margia|Sholem, Lee|1951|Drama
16333|Sekai daisenso (1961)|Omae, Wataru|Matsubayashi, Shuei|1961|Sci-Fi
16334|Saamy (2003)|Kota, Srinivasa Rao|Hari (IV)|2003|Drama
16335|Buscando a M?nica (1962)|Porcel, Elvira|Forqu?, Jos? Mar?a|1962|Drama
16336|Down Argentine Way (1940)|Dickson, Helen (I)|Cummings, Irving|1940|Comedy
16337|Secret Ways, The (1961)|Moog, Heinz|Widmark, Richard|1961|Adventure
16338|Brand New Hero, A (1914)|Arbuckle, Roscoe 'Fatty'|Arbuckle, Roscoe 'Fatty'|1914|Short
16339|Calcium Kid, The (2004)|Bruno, Frank (III)|De Rakoff, Alex|2004|Comedy
16340|Strange Door, The (1951)|Karloff, Boris|Pevney, Joseph|1951|Horror
16341|Strangers on a Train (1951)|Wessel, Dick|Hitchcock, Alfred (I)|1951|Thriller
16342|Escape (1940)|Kalser, Erwin|LeRoy, Mervyn|1940|Drama
16343|Real Men (1987)|Bingham, Barbara (I)|Feldman, Dennis|1987|Comedy
16344|Saptapadi (1961)|Dutt, Utpal|Kar, Ajoy|1961|
16345|Eloise at the Plaza (2003) (TV)|Rubenstein, Cara|Lima, Kevin|2003|Comedy
16346|Redneck Zombies (1987) (V)|Taylor, Tyrone|Lewnes, Pericles|1987|Horror
16347|Bright and Early (1918)|Ross, Bud|Chase, Charley|1918|Short
16348|Anniyan (2005)|Sada (III)|Shankar, S.|2005|Drama
16349|Brewster's Millions (1914)|Abeles, Edward|Apfel, Oscar|1914|Comedy
16350|Rebel High (1987)|Samuels, Miriam|Jakobs, Harry|1987|
16351|Steel Helmet, The (1951)|Chun, William|Fuller, Samuel|1951|Drama
16352|Santo contra los zombies (1962)|Rodr?guez, Dagoberto|Alazraki, Benito|1962|Horror
16353|Edison, the Man (1940)|Dickson, Helen (I)|Brown, Clarence (I)|1940|Biography
16354|Samson (1961/I)|H?bner, Zygmunt|Wajda, Andrzej|1961|Drama
16355|Radio Days (1987)|Allen, Woody|Allen, Woody|1987|Comedy
16356|Raising Arizona (1987)|Sanders, Noell|Coen, Ethan|1987|Comedy
16357|Sugarfoot (1951)|Hearn, Edward|Marin, Edwin L.|1951|Romance
16358|Submarine Command (1951)|Lowell, Mark|Farrow, John (I)|1951|Drama
16359|Streetcar Named Desire, A (1951)|Malden, Karl|Kazan, Elia|1951|Drama
16360|Detained (1924)|Laurel, Stan|Pembroke, Scott|1924|Short
16361|In Trust (1915)|Banks, Perry|Eason, B. Reeves|1915|Short
16362|In Tune (1914)|Field, George|Otto, Henry|1914|Short
16363|Corn (2004)|McRobbie, Peter|Silver, Dave (I)|2004|Drama
16364|Cooler, The (2003)|Elliott, Larry (II)|Kramer, Wayne (I)|2003|Comedy
16365|Racing Stripes (2005)|Hahn, Archie|Du Chau, Frederik|2005|Comedy
16366|Running Man, The (1987)|Kestner, Bryan|Glaser, Paul Michael|1987|Thriller
16367|Rainbow Bridge (1972)|Merryweather, Melinda|Wein, Chuck|1972|Music
16368|Rebound (2005)|Page, Tevyn|Carr, Steve (III)|2005|Comedy
16369|Secret Agent 420 (2005)|Broussard, Tess|Logan, Guy|2005|Comedy
16370|Port Sinister (1953)|Lummis, Dayton|Daniels, Harold (I)|1953|Sci-Fi
16371|Rebeli?n de las muertas, La (1973)|Kosti, Mar?a|Klimovsky, Le?n|1973|Horror
16372|Evening with Kevin Smith, An (2002) (V)|Smith, Kevin (I)|Kenny, J.M.|2002|Documentary
16373|Bariwali (1999)|Chatterjee, Abhishek|Ghosh, Rituparno|1999|Drama
16374|Jacob's Sound (2003)|Allen, Slyvester|Dudley, Anna|2003|Short
16375|In the Mountains of Virginia (1913)|Jaccard, Jacques|Hamilton, Gilbert P.|1913|Short
16376|Becoming Dick (2000) (TV)|Jones, Joan (I)|Saget, Bob|2000|Comedy
16377|Sommarlek (1951)|Stergel, G?te|Bergman, Ingmar|1951|Drama
16378|Back to the Farm (1914)|Tracey, Herbert|Louis, Will|1914|Short
16379|Rosary Murders, The (1987)|Nash, Joel|Walton, Fred (II)|1987|Thriller
16380|Acting Class, The (2000)|Baldwin, Alec|Hennessy, Jill|2000|Comedy
16381|Roxanne (1987)|Sincere, Jean|Schepisi, Fred|1987|Comedy
16382|Mack at It Again (1914)|Sennett, Mack|Sennett, Mack|1914|Short
16383|Battle at Elderbush Gulch, The (1913)|Miller, W. Chrystie|Griffith, D.W.|1913|Short
16384|Down in the Delta (1998)|McIntosh, Yanna|Angelou, Maya|1998|Drama
16385|Doomed to Die (1940)|Willmering, Bill|Nigh, William|1940|Horror
16386|RoboCop (1987)|Summers, Neil|Verhoeven, Paul (I)|1987|Thriller
16387|Barnyard Flirtations (1914)|Arbuckle, Roscoe 'Fatty'|Arbuckle, Roscoe 'Fatty'|1914|Comedy
16388|Black Ghost Bandit, The (1915)|von Meter, Harry|Ricketts, Tom|1915|Short
16389|Kiss, The (1896)|Irwin, May|Heise, William|1896|Short
16390|Deck the Halls (2005) (TV)|Blake, Penny|Mendeluk, George|2005|Family
16391|Rock 'n' Roll Nightmare (1987)|Simpson, Teresa|Fasano, John|1987|Horror
16392|Baggage Smasher, The (1914)|Arbuckle, Roscoe 'Fatty'||1914|Short
16393|Wages of Sin (1929)|Noisette, Kathleen|Micheaux, Oscar|1929|Drama
16394|Revenge of the Nerds II: Nerds in Paradise (1987)|Whitford, Bradley|Roth, Joe|1987|Comedy
16395|Roma (1972)|Terzo, Nino|Fellini, Federico|1972|Comedy
16396|Sirocco (1951)|Merrill, Louis|Bernhardt, Curtis|1951|Drama
16397|Doragon b?ru: Shenron no densetsu (1986)|Henderson, Saffron|Nishio, Daisuke|1986|Animation
16398|Phantom from Space (1953)|Landers, Harry (I)|Wilder, W. Lee|1953|Sci-Fi
16399|Pickup on South Street (1953)|O'Sullivan, Jerry (I)|Fuller, Samuel|1953|Drama
16400|Ruling Class, The (1972)|Benda, Kenneth|Medak, Peter|1972|Comedy
16401|Right to Die (1987) (TV)|Margerum, Eric|Wendkos, Paul|1987|Drama
16402|Someone Like You... (2001)|Yang, Pon|Goldwyn, Tony|2001|Comedy
16403|Battle of the Sexes, The (1914)|Tincher, Fay|Griffith, D.W.|1914|Drama
16404|Peter Pan (1953)|Collins, Paul (I)|Luske, Hamilton|1953|Animation
16405|Cameraman, The (1928)|Keaton, Louise|Keaton, Buster|1928|Comedy
16406|B?chse der Pandora, Die (1929)|Lederer, Francis|Pabst, Georg Wilhelm|1929|Drama
16407|Offret (1986)|Franz?n, Filippa|Tarkovsky, Andrei|1986|Drama
16408|Coastal Command (1942)||Holmes, J.B.|1942|War
16409|Off Beat (1986)|Keitel, Harvey|Dinner, Michael|1986|Comedy
16410|Avunu Valliddaru Ishtapaddaru (2002)|Goduri, Murali|Vamshi|2002|Comedy
16411|Ayer y hoy (1934)|Garabato, Victoria|Susini, Enrique|1934|Drama
16412|Burning Bridges (1928)|Collins, Kathleen (I)|Hogan, James P. (I)|1928|Western
