id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes
4618||Hasan Mammadov|||2003-01-01|1938-01-01||||actor,soundtrack|
4619||Samantha Seager||||1974-01-01||||actress|
4620||Fritz Schmenger||||||||writer|
4621||Wales Waldrop|||||||||
4622||Jos? Mar?a Beltr?n|||1962-01-01|1898-01-01||||cinematographer,director,camera_department|
4623||Paul Copley||||1944-01-01||||actor|
4624|Emergency||25|4||||1957-01-01|Drama||30
4625||Jerry Seinfeld||||1954-01-01||||writer,actor,producer|
4626||Wendy Winkelman||||1948-01-01||||actress|
4627||Olan Soule|||1994-01-01|1909-01-01||||actor,producer|
4628||Gilman Rankin|||1993-01-01|1911-01-01||||actor,soundtrack|
4629||Anthony Steel|||2001-01-01|1918-01-01||||actor|
4630||Daniel Cummings||||||||actor|
4631||J. Frank O'Neill||||||||editor,miscellaneous|
4632||Stanislaw Mucha||||1970-01-01||||director,writer,editor|
4633||Perry Finnerman|||1960-01-01|1903-01-01||||cinematographer,camera_department|
4634||Marlene Marcos||||||||actress|
4635||Vickie Sue Conley||||||||actress|
4636||Charles B. Wessler||||||||producer,miscellaneous,director|
4637|The Perils of Penrose||14|2||||1961-01-01|Adventure||60
4638||Ariadna Gil||||1969-01-01||||actress,director,writer|
4639||Rene Kroper||||1948-01-01||||actor|
4640||Elisa Yanagi||||1990-01-01||||actress|
4641|Closet Cases||9|6||||1998-01-01|Crime,Drama,Mystery||
4642||Adam F. Goldberg||||1976-01-01||||producer,writer,actor|
4643||Doreen Lang|||1999-01-01|1915-01-01||||actress|
4644||Dieter Borsche|||1982-01-01|1909-01-01||||actor,director,soundtrack|
4645||Diane Fabian||||||||actress|
4646||David Deveau||||1984-01-01||||actor,writer|
4647||Dean Harens|||1996-01-01|1920-01-01||||actor|
4648|The Tintagel Connection||5|1||||2004-01-01|Documentary||48
4649||Richard Leeman||||||||editor,editorial_department,sound_department|
4650||Bari Cabana|||||||||
4651||Helen Rittell||||||||writer|
4652||Theodore von Eltz|||1964-01-01|1893-01-01||||actor|
4653||Marlene De Lamater||||1955-01-01||||actress|
4654||Friz Freleng|||1995-01-01|1904-01-01||||director,producer,writer|
4655|Arnau||||||1994-01-01|1994-01-01|Drama,History||
4656|A Mind of Their Own||32|4||||1957-01-01|Drama||30
4657||Si?n Phillips||||1933-01-01||||actress,soundtrack|
4658||Michelle Forbes||||1965-01-01||||actress|
4659|Eine Million auf Nummernkonto||2|6||||1968-01-01|Drama||59
4660||Yvonne De Carlo|||2007-01-01|1922-01-01||||actress,soundtrack|
4661||Kate Mara||||1983-01-01||||actress,producer,soundtrack|
4662||Maria Contreras||||||||actress|
4663|There Is an Island||22|1||||1960-01-01|Adventure||60
4664||Norman Comer||||||||actor|
4665|The Long Night||1|8||||1960-01-01|Drama||30
4666|Chapter 24||11|2||||2014-01-01|Drama||54
4667|Mayoi maimai sono san||5|1||||2009-01-01|Action,Animation,Comedy||26
4668||Jack Lester|||2004-01-01|1915-01-01||||actor|
4669||Ross Elliott|||1999-01-01|1917-01-01||||actor|
4670||Mar?a Luisa Ponte|||1996-01-01|1918-01-01||||actress,miscellaneous|
4671||Jon Rolph||||||||producer,writer,director|
4672||Jonathan Bourne||||1971-01-01||||producer,writer,miscellaneous|
4673||Richard Eyer||||1945-01-01||||actor,soundtrack|
4674|Double Partners||1|4||||1956-01-01|Drama||30
4675||James C. Kelly||||||||actor|
4676||Karen Sharpe||||1934-01-01||||actress,producer,miscellaneous|
4677||Horst Hardt||||1935-01-01||||cinematographer,writer|
4678||Herbert Marshall|||1966-01-01|1890-01-01||||actor,soundtrack|
4679||Kan'ichi Kurita||||1958-01-01||||actor|
4680||Brooke Nevin||||1982-01-01||||actress,director,writer|
4681|Neilani||19|1||||1962-01-01|Adventure||
4682||Stephen Dorff||||1973-01-01||||actor,producer,soundtrack|
4683|The Inheritance||12|3||||1961-01-01|Adventure||60
4684||Rudy Makoul|||2006-01-01|1920-01-01||||writer,miscellaneous,actor|
4685||Katinka Hoffmann||||1939-01-01||||actress|
4686||John Archer|||1999-01-01|1915-01-01||||actor|
4687||Nestor Paiva|||1966-01-01|1905-01-01||||actor,soundtrack|
4688||Michael Jaffe||||||||producer,writer,director|
4689|Bay of Bones||6|1||||2004-01-01|Documentary||48
4690||Marsha Moreau||||1977-01-01||||actress,soundtrack|
4691||Rob Tinkler||||||||actor,writer,director|
4692||Lois Vossen||||||||producer,writer,miscellaneous|
4693||Terence de Marney|||1971-01-01|1908-01-01||||actor,writer,soundtrack|
4694||Jordi Rebell?n||||1957-01-01||||actor,soundtrack|
4695||Sabrina Jamieson||||||||actress|
4696||Helga M?nster||||||||actress|
4697||Joe Ahearne||||1963-01-01||||director,writer,producer|
4698||Laurie Ferrone||||1949-01-01||||actress|
4699|600 Seconds||22|2||||1955-01-01|Drama||30
4700||Bruce Barbour|||||||||
4701||Germain McMicking||||||||cinematographer,camera_department,director|
4702|Isle of Eden||19|1||||1960-01-01|Adventure||49
4703||Sondi Sodsai||||1934-01-01||||actress|
4704||Daniel De Jonghe|||1990-01-01|1905-01-01||||actor|
4705|Zen and the Art of Murder||17|7||||1999-01-01|Crime,Drama,Mystery||
4706||Nina Wilcox||||||||actress|
4707||Jeri Lou James||||1944-01-01||||actress|
4708||Carey Wilber|||1998-01-01|1916-01-01||||writer|
4709||Dave B. Mitchell||||1969-01-01||||actor,sound_department,miscellaneous|
4710||Bill Gunn|||1989-01-01|1929-01-01||||actor,writer,director|
4711||Leslie Wenner||||1948-01-01||||actress|
4712|The Demon and Mrs. Devon||10|5||||1958-01-01|Drama||30
4713||Sara von Schwarze||||1968-01-01||||actress|
4714||Ken Anderson|||1993-01-01|1909-01-01||||animation_department,writer,art_department|
4715||Jacques Weber||||1949-01-01||||actor,director,writer|
4716||Sady Rebbot|||1994-01-01|1935-01-01||||actor,miscellaneous,writer|
4717||Yuki Shimoda|||1981-01-01|1921-01-01||||actor,soundtrack|
4718||Ben Wright|||1989-01-01|1915-01-01||||actor,soundtrack|
4719||John Gilbert||||||||actor|
4720|Honest Larceny||18|1||||1962-01-01|Adventure||30
4721||Robert Warwick|||1964-01-01|1878-01-01||||actor,producer|
4722||Irene Dunne|||1990-01-01|1898-01-01||||actress,soundtrack|
4723||Ehmi Bessel|||1988-01-01|1904-01-01||||actress|
4724||Wayne C. Treadway|||1972-01-01|1908-01-01||||actor|
4725||Lorna Wilson||||||||actress|
4726||Gertrude Bailey|||||||||
4727||Denver Pyle|||1997-01-01|1920-01-01||||actor,director,soundtrack|
4728||Sam Forman||||||||producer,writer,miscellaneous|
4729|Thor||2|2||||2001-01-01|Comedy||28
4730||Anne Loos|||1986-01-01|1915-01-01||||actress|
4731||Sussie Ericsson||||1963-01-01||||actress|
4732|Shower of Ashes||13|7||||1959-01-01|Drama||
4733||Peter Leeds|||1996-01-01|1917-01-01||||actor|
4734|Gekashitsu|||||||1992-01-01|||50
4735||David Saenz de Maturana||||||||production_designer,art_director,art_department|
4736||John L'Ecuyer||||1966-01-01||||director,producer,actor|
4737||W.T. Chang|||1961-01-01|1886-01-01||||actor|
4738||Hope Summers|||1979-01-01|1902-01-01||||actress|
4739||Anatoliy Papanov|||1987-01-01|1922-01-01||||actor|
4740||Olivia Colman||||1974-01-01||||actress,soundtrack,producer|
4741|Piece of Cake||||||1988-01-01|1988-01-01|Drama,War||312
4742||Betty Caulfield|||1999-01-01|1925-01-01||||actress|
4743|Hangman's Island||7|2||||1960-01-01|Adventure||60
4744|Wanted Dead or Alive: Part 1||6|7||||1998-01-01|Crime,Drama,Mystery||60
4745||Richard Carlson|||1977-01-01|1912-01-01||||actor,director,writer|
4746||Yui Horie||||1976-01-01||||actress,soundtrack,music_department|
4747|Chuck, and Melvin, and the Beanstalker||12|2||||1994-01-01|Animation,Comedy,Fantasy||21
4748|Sanctuary||5|1||||1957-01-01|Adventure||30
4749||Sonny Strait||||1965-01-01||||actor,sound_department,miscellaneous|
4750||James Dobson|||1987-01-01|1920-01-01||||actor,miscellaneous,writer|
4751|The Choice||20|8||||1961-01-01|Drama||30
4752||Paulo C?sar Quevedo||||1975-01-01||||actor|
4753||Maia Filar||||||||actress,writer,miscellaneous|
4754||Steve Parish||||||||editor|
4755||Rossana Fern?ndez Maldonado||||1977-01-01||||actress|
4756||Peggy Phillips|||2004-01-01|1916-01-01||||writer,script_department|
4757|Saigon Rose||6|6||||1997-01-01|Crime,Drama,Mystery||
4758||Phil Chambers|||1993-01-01|1916-01-01||||actor|
4759||Betty Field|||1973-01-01|1916-01-01||||actress,soundtrack|
4760||Haradhan Bannerjee|||2013-01-01|1926-01-01||||actor,soundtrack|
4761||Frank Behrens|||1986-01-01|1919-01-01||||actor|
4762||Robert L. Camina||||||||producer,miscellaneous,director|
4763|The Survivor||9|4||||2004-01-01|Comedy||30
4764||Herbert Taschner|||1994-01-01|1926-01-01||||editor,assistant_director,sound_department|
4765|Episode #7/Episode #8||4|1||||1995-01-01|Action,Adventure,Animation||12
4766||Georgia King||||1986-01-01||||actress,director,writer|
4767||Alan David||||||||actor,producer|
4768|Chapter 33||7|3||||2015-01-01|Drama||53
4769|Saigon||3|4||||1956-01-01|Drama||30
4770||Tania Velia||||||||actress|
4771||Geoffrey Deuel||||1943-01-01||||actor|
4772||Eric Martin||||||||writer,actor|
4773||Bob Mitchell|||1992-01-01|1918-01-01||||writer,actor|
4774||William Self|||2010-01-01|1921-01-01||||production_manager,producer,actor|
4775||Steven Rasch||||||||editor,music_department,actor|
4776|Chapter 67||2|6||||2018-01-01|Drama||53
4777||Johanna Westman||||1969-01-01||||actress,director,writer|
4778|Black Maps and Motel Rooms||7|2||||2015-01-01|Crime,Drama,Mystery||64
4779||Miljenko Sipus||||||||actor,camera_department,sound_department|
4780||Michael Burns||||1947-01-01||||actor|
4781||Phyllis Thaxter|||2012-01-01|1919-01-01||||actress,soundtrack|
4782|Kellerman, P.I.: Part 1||8|7||||1998-01-01|Crime,Drama,Mystery||
4783|The Silent Speaker: Part 1||13|2||||2002-01-01|Action,Drama,Mystery||
4784||Adrian Scott|||1972-01-01|1912-01-01||||writer,producer|
4785||Erkan Ogur||||1954-01-01||||composer,soundtrack,music_department|
4786|Invisible Island||11|1||||1957-01-01|Adventure||30
4787||Gerhard Rosenfeld|||2003-01-01|1931-01-01||||composer,music_department,sound_department|
4788|Episode #1.9||9|1||||1971-01-01|Drama||
4789||Josh Handley||||||||actor|
4790||Louise Friedberg||||1973-01-01||||director,script_department,assistant_director|
4791||Imogen Slaughter||||||||actress|
4792||Eugene Salandra||||||||art_department,animation_department,director|
4793||Nina Wadia||||1968-01-01||||actress,writer,producer|
4794|Marriage Crisis||20|6||||1959-01-01|Drama||30
4795||Robert Sherman|||1997-01-01|1926-01-01||||producer,writer,miscellaneous|
4796||Roberto Ramirez|||||||||
4797||Emily Reuer|||1981-01-01|1941-01-01||||actress,miscellaneous|
4798||Jennifer Salt||||1944-01-01||||producer,actress,writer|
4799||Mike Csunyoscka||||||||animation_department,art_department,assistant_director|
4800||Charles Dale||||1963-01-01||||actor|
4801||Sara B. Cooper||||||||producer,miscellaneous,writer|
4802||Scott Michaels||||||||producer,writer,miscellaneous|
4803||Harlan Ware|||1967-01-01|1902-01-01||||writer|
4804||Vadim Petrov|||2020-01-01|1932-01-01||||composer,actor,soundtrack|
4805||Jules Jordan||||1972-01-01||||director,actor,producer|
4806|Bamse ?lskade v?n, det fixar sig. Vi har m?nga ?r kvar||5|1||||2018-01-01|Reality-TV||
4807|Turkey Farmer||4|2||||2006-01-01|Reality-TV||43
4808|The Complaint||3|1||||2005-01-01|Comedy||
4809|Partners and Other Strangers||21|5||||1997-01-01|Crime,Drama,Mystery||
4810||Conrad Janis||||1928-01-01||||actor,director,producer|
4811||Alan Taylor||||1965-01-01||||director,producer,writer|
4812||Yuri Khanyutin||||||||writer|
4813||Hannes Staudinger|||1974-01-01|1907-01-01||||cinematographer,camera_department,miscellaneous|
4814|The Pony||1|2||||1961-01-01|Adventure,Drama,Family||30
4815|Innocent Conspiracy||3|5||||1957-01-01|Drama||30
4816||Libby Brien||||||||actress,miscellaneous,sound_department|
4817||Eric Viellard||||||||actor|
4818|Alpaca Shearer||20|2||||2006-01-01|Reality-TV||44
4819||Kathryn Card|||1964-01-01|1892-01-01||||actress,soundtrack|
4820||James B. Douglas|||2009-01-01|1929-01-01||||actor|
4821|Greensburg|||||||2008-01-01|Reality-TV||
4822||Tim Graham|||1979-01-01|1904-01-01||||actor|
4823||Chip Chinery||||1964-01-01||||actor,director,writer|
4824||Tony Abbott||||||||production_designer,art_department|
4825||Woody Allen||||1935-01-01||||writer,director,actor|
4826|Grounds for Horror||12|1||||1993-01-01|Animation,Comedy,Fantasy||30
4827|In Search of Crimes Past||17|3||||1995-01-01|Crime,Drama,Mystery||
4828||Tita Purdom||||||||actress|
4829|Abel|||||||2017-01-01|Short||
4830||Jason Armstrong||||||||producer,script_department,writer|
4831||Hrvoje Gavranovic||||||||actor,camera_department,sound_department|
4832||Dirk M?ller||||1968-01-01|||||
4833||Debbie Sarjeant||||||||producer,production_manager,camera_department|
4834||Patience Cleveland|||2004-01-01|1931-01-01||||actress|
4835||Mpho Koaho||||||||actor,soundtrack,producer|
4836|The Calf||20|1||||1961-01-01|Adventure,Drama,Family||30
4837||Elman Bahnimtewa||||||||actor|
4838||Marlene Willis|||1982-01-01|1942-01-01||||actress,soundtrack|
4839||Lenora Mattingly||||||||writer|
4840||Akiyuki Shinbo||||1961-01-01||||director,writer,animation_department|
4841||Henry Slate|||1996-01-01|1910-01-01||||actor,soundtrack|
4842||Joanne Melton||||||||writer|
4843||Herbert Lytton|||1981-01-01|1897-01-01||||actor|
4844||Alexander Edwards||||||||writer|
4845||Kenneth Tobey|||2002-01-01|1917-01-01||||actor|
4846||Jack Natteford|||1970-01-01|1894-01-01||||writer,script_department,editor|
4847|Love Between the Acts||6|8||||1960-01-01|Drama||30
4848||Bryan Kregg||||||||editor,miscellaneous,production_manager|
4849||Mary Bretherton|||||||||
4850||Wilton Graff|||1969-01-01|1903-01-01||||actor,soundtrack|
4851||Crick Hatch||||||||actor|
4852||Russell Means|||2012-01-01|1939-01-01||||actor,soundtrack,producer|
4853||Wolfgang Randel||||||||cinematographer,writer,camera_department|
4854||Mario Pardo||||1944-01-01||||actor,special_effects,art_director|
4855||Harry J. Wild|||1961-01-01|1901-01-01||||cinematographer,camera_department|
4856||Ugur Y?cel||||1957-01-01||||actor,director,writer|
4857|The Years Between||7|4||||1956-01-01|Drama||30
4858|Blood Wedding||10|5||||1996-01-01|Crime,Drama,Mystery||
4859||George Worthing Yates|||1975-01-01|1901-01-01||||writer|
4860||Mary Jo Randle||||1954-01-01||||actress|
4861|Incident in Kawi||5|4||||1956-01-01|Drama||30
4862|The Fortune Teller||7|2||||1961-01-01|Adventure,Drama,Family||30
4863||Foster H. Phinney|||1985-01-01|1916-01-01||||assistant_director,actor,production_manager|
4864||Joanne Davis||||||||actress|
4865||James S. Henerson|||2020-01-01|1936-01-01||||writer,producer,miscellaneous|
4866||Joyce Gordon|||2008-01-01|1934-01-01||||actress,soundtrack|
4867||Gaia V?tkov?|||2012-01-01|1933-01-01||||editor|
4868||Julian Ras||||||||actor|
4869||Max Lamb||||||||miscellaneous,writer|
4870||Terence Maples|||1980-01-01|1915-01-01||||writer|
4871||Philip Michael Thomas||||1949-01-01||||actor,soundtrack,composer|
4872||Jessie Nelson||||1955-01-01||||producer,writer,director|
4873|Die ?gyptische Katze||2|4||||1966-01-01|Drama||73
4874||Antoinette Ford||||||||editor,special_effects|
4875||Madge Cleveland|||1978-01-01|1906-01-01||||actress|
4876||Bob Miano||||||||director,producer,writer|
4877||Serge Hazanavicius||||1963-01-01||||actor,director,writer|
4878|The Last Witness||9|6||||1958-01-01|Drama||30
4879|Terry||13|2||||1961-01-01|Adventure,Drama,Family||30
4880|Per Andersson g?star||1|3||||2019-01-01|Comedy||
4881||Hartmut Reck|||2001-01-01|1932-01-01||||actor|
4882||Fritz B?ttger|||1981-01-01|1902-01-01||||writer,actor,miscellaneous|
4883||Kyle Secor||||1957-01-01||||actor,director|
4884||Renate Blume||||1944-01-01||||actress|
4885||Nina Min-Lien van Hofsloot||||||||actress|
4886|Decision||20|2||||1955-01-01|Drama||30
4887||Patrick Farrow|||2009-01-01|1942-01-01||||actor|
4888||Ginny Tyler|||2012-01-01|1925-01-01||||actress,miscellaneous,sound_department|
4889||Michel Legrand|||2019-01-01|1932-01-01||||composer,soundtrack,music_department|
4890||Colin Fox||||1938-01-01||||actor,soundtrack|
4891||Rex Stout|||1975-01-01|1886-01-01||||writer|
4892|The Fires of Kanua||8|3||||1961-01-01|Adventure||49
4893||Frederic H. Mayerson||||||||producer,miscellaneous|
4894||Gerd Mayen|||2009-01-01|1929-01-01||||actor|
4895||Aida Rodgers||||||||producer,production_manager,assistant_director|
4896|Suruga monki sono san||8|1||||2009-01-01|Action,Animation,Comedy||24
4897|The Unwanted||26|7||||1960-01-01|Drama||30
4898|Birthday||4|6||||1997-01-01|Crime,Drama,Mystery||
4899|The Wanderer||10|1||||1962-01-01|Drama,Sport,Western||60
4900||Masayuki Izumi|||2015-01-01|1980-01-01||||actor|
4901|Alleen op de wereld||||||2016-01-01|2016-01-01|Adventure,Family||10
4902||Richard Travis|||1989-01-01|1913-01-01||||actor,soundtrack|
4903||Serge Bromberg||||1961-01-01||||producer,writer,director|
4904|Jacques P?pin: Fast Food My Way|||||||2004-01-01|Family||30
4905||Edward Dmytryk|||1999-01-01|1908-01-01||||director,editor,editorial_department|
4906||Bob Odenkirk||||1962-01-01||||writer,actor,producer|
4907||Carl Franklin||||1949-01-01||||actor,director,writer|
4908||Casey Tibbs|||1990-01-01|1929-01-01||||actor,stunts,miscellaneous|
4909||Mark Roberts|||2006-01-01|1921-01-01||||actor|
4910||Elizabeth Allen|||2006-01-01|1929-01-01||||actress|
4911||Toshimasa Suzuki||||||||director,art_department,assistant_director|
4912||Ruth-Maria Kubitschek||||1931-01-01||||actress,soundtrack,writer|
4913||William Forrest|||1989-01-01|1902-01-01||||actor|
4914|The Incredible Mr. Brisby||4|1||||2004-01-01|Action,Adventure,Animation||22
4915||Miss Fukiko-san||||||||writer|
4916||Michele Montau|||1989-01-01|1924-01-01||||actress|
4917||Margarita Volodina||||1938-01-01||||actress|
4918||Kyle Downes||||1983-01-01||||actor,editorial_department,editor|
4919|The Hollywood Story||20|1||||1954-01-01|Drama||30
4920|Chapter 43||4|4||||2016-01-01|Drama||43
4921||Mine Vargi||||||||producer|
4922|Bell Maker||25|2||||2006-01-01|Reality-TV||44
4923||Peter Markle||||1952-01-01||||director,writer,producer|
4924||Wilmut Borell|||1997-01-01|1922-01-01||||actor|
4925||Jamel Frazier||||||||actor|
4926||Joni Skiftesvik||||1948-01-01||||writer,actor,script_department|
4927|Dangerous Verdict||25|5||||1958-01-01|Drama||30
4928|Chapter 14||1|2||||2014-01-01|Drama||50
4929||Todd Raleigh||||||||editor,editorial_department,animation_department|
4930||David Milch||||1945-01-01||||writer,producer,miscellaneous|
4931|Flight to Freedom||29|1||||1962-01-01|Adventure||30
4932|The Color of Venom||18|1||||1960-01-01|Adventure||60
4933||Paul Leach||||||||cinematographer,camera_department,visual_effects|
4934||Judith Evelyn|||1967-01-01|1909-01-01||||actress|
4935||Craig Rockey|||||||||
4936||Conrad Dunn||||||||actor|
4937||Jacqueline Scott|||2020-01-01|1931-01-01||||actress|
4938||Toni Smalkin||||||||actor|
