id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/job
6293|Mad Train||Senator Dobbs, Electro City's leader wants to give his new Circus Amusement Park and himself a big publicity stunt, Ace Cooper proposes on making the big disappear. Unfortunately, they and the senator's secretary experience elevator problems when a computer hacker sets off a bomb. The hostage taker has set up explosives on the stairs as well to keep the police at bay. Cosmo and Angel introduce a computer virus into City Hall's mainframe, stalling the hostage taker long enough for Ace and the others to escape safely. Accused Dobbs is not truthful about his financial records, Ace meets Lt. Vega at the police at police headquarters and discovers the identity of the hostage taker: Bill Peach, a former city hall employee who stumbled upon Dobb's emblezzing of funds from the building of the park and who tried to tell the police about it but got thrown out. Later, Ace and Vega confront two men Dobbs sent to kill Peach. Ace and Vega find Peach's trick mannequin and learn his plan to use the Ma|3.0|1.0|1999-03-13|
6295||Tara Strong|||||actor
6297||Robert Scheerer|||||director
6298|Monster Rancher||'Monster Rancher is about a kid named Genki who gets sucked into his favorite videogame. There he meets Moochi, Holly, Suezo, Tiger, Golem and Hare, together they go on a journey find the Phoenix and stop Moo's diabolical plan. While Monster Rancher has a 3rd season, it will NOT be airing here in the U.S. Characters Genki:An 11 year-old corageous, athletic, but not too bright kid that was sucked into his video game.  Holly:A girl that lost her father at a young age. Holly was born and raised in Monster World, and likes things to be peaceful so she wants to find the Phoenix to return the peace. Suezo:Holly's childhood companion monster. He goes with her on all her adventures to keep her safe. Golem:Once a protector of disks, Golem now travels with the group in search of the Phoenix. He might look big and mean but he really is a softy in the inside. Hare:Once a medal|||1999-04-17|
6300|Koyaanisqatsi|||37.0|0.0|2013-11-13|
6304||Robert Bockstael|||||actor
6305|Koyomi Mountain|||28.0|0.0|2016-02-27|
6310||J. Michael Hunter|||||guestStars
6312||Rome Kanda|||||actor
6313||Inge Maux|||||actor
6314||Dan Hildebrand|||||guestStars
6317||John Anderson|||||guestStars
6322|Searching for Sugarman|||22.0|0.0|2013-10-09|
6323|Presenting document The Yes Men Fix The World|||52.0|0.0|2014-09-03|
6324|Creepy Critters||Mike Rowe steps into the world of creepy critters and gets up close and personal with some small creatures. Mike talks about some of the behind the scenes moments from when he was an exterminator, a crab fisherman, a bee keeper/exterminator, worn farmer, and finally a bat biologist.|3.0|0.0|2005-12-27|
6325|The Trial of the Monarch||The Monarch is on trial for the one crime he may not have committed, under mysterious circumstances stemming from his bitter breakup with Dr. Girlfriend.  The boys and Dr. Orpheus are forced to testify, but only Brock is aware that something far more sinister is afoot.|12.0|1.0|2004-10-23|
6326||Whit Stillman|||||director
6327|War Photographer|||63.0|0.0|2014-09-24|
6329||Chik? Okonkwo|||||actor
6330||Jessie & Guness )|||||guestStars
6332||Susan Huey|||||guestStars
6333|Seeing Things||Under pressure to land a suspect in the Lange murder, Quesada warns Hart and Cohle that they might be replaced by three detectives from a new task force. The pair lobbies for extra time to follow up on a lead that takes them from a rural cathouse to an incinerated church. With his marriage to Maggie already strained by work, Hart finds respite away from home.|2.0|1.0|2014-01-19|
6334|Well Digger||'Mike joins the Bowie BaySox team at Prince Georges Stadium in Maryland acting as a groundskeeper. Next he fixes boat moorings with a former Navy SEAL.  He then joins Watson Water company dig deep through mud, rock, gravel, sand and water as they drill for heating and water in Tennessee. Also, Mike takes a dive into the mail bag.|4.0|3.0|2007-01-30|
6335||Sarah Marshall|||||guestStars
6336|Volume 4||'Volume 4: The Wanda Beach Murders (30 mins) (M)The Beaumont Children Mystery (25 mins) (M)Kid for Ransom - The Graeme Thorne Case (50 mins) (PG)Tears for Daniel - Disappearance of Daniel Morcombe (25 mins) (PG)No More Grannies - John Glover (50 mins) (M)|4.0|0.0||
6339|Champagne for One (2)||Archie is standing in for a friend at a party for unwed mothers when one of the guests drops dead. Through she had often talked about killing herself and was known to carry cyanide, Archie does not believe her death was suicide. A little digging uncovers the connection that proves his hunch, and Nero helps bring the killer to justice.|4.0|1.0|2001-05-06|
6340|Romantic Pioneers, 1750-1805||Imagination loosed in William Blake, Christopher Smart, Samuel Taylor Coleridge, and William Wordsworth. Featured performers: Peggy Ashcroft, Julian Glover, and Ian Richardson.|9.0|1.0|1984-10-21|
6341||Erik Todd Dellums|||||guestStars
6342|Episode 8|||8.0|3.0|2019-04-19|
6343|Alligator Egg Collector||Mike Rowe gets dirty as he forages the swamps of Louisiana in search of alligator eggs 90,000 of them to be exact. It's a very dirty job that's helping to preserve the population of the American alligator.|14.0|3.0|2007-08-21|
6345||Bob Muldonian|||||guestStars
6346||Adam Trese|||||guestStars
6347|Episode 5|||5.0|1.0|2015-07-20|
6348|Laos - Part 2|||2.0|2.0|2014-09-19|
6350|Enemy At All Sides||Because of Murai, Young Jin worries that Hiroshi will learn of her true identity. She tells Won Bong about Murai's threat and warns him that he is after him dead or alive. Meanwhile, Murai meets with Oda and asks about Kim Won Bong's bounty.|25.0|1.0|2019-06-15|
6351|Kang Woo Quits His Job||Soon after Naomi brought the painting and the camera, she gets killed. Her body was displayed just like the painting she had brought which makes the Golden Time Team think it was done by someone related to Auction Fabre. Meanwhile, Kang Woo quits his job and tries to go after the perpetrator by his way. (Source: Viu)|12.0|3.0|2019-06-16|
6353||Gemmi Teleki|||||guestStars
6354||Josh Temple|||||guestStars
6356||Shawn Woodyard|||||guestStars
6358|Summary III||'This episode summarizes the events of the 	Nadeko Medusa episodes|9.0|0.0|2013-10-20|
6360|Club Soda and Salt||'Dismayed in part over the peanut incident, Randy quits his job at the restaurant, and Larry, Jeff and Ted must search for a new chef. Ted suggests they audition his personal chef, but at dinner Larry feels the food ''just wasn't that good'' and rejects the candidate. Meanwhile, Larry accuses his wife Cheryl of having a crush on a tennis-playing cast member of ''Tony n' Tina's Wedding''; a couple refuse Larry's wedding gift because it's more than a year late; and a saleswoman becomes convinced that Larry is stalking her as revenge for her being too aggressive.|3.0|3.0|2002-09-29|
6361||Christine Gernon|||||writers
6369||Tobey Maguire|||||guestStars
6370||Heather Brown|||||guestStars
6371||Carmen Ejogo|||||actor
6373|Koyomi Water|||24.0|0.0|2016-01-30|
6375|Karen Bee - Part 7||Thanks to Shinobu, Koyomi manages to find Karen and after a serious fight between them, he convinces her to let him deal with Kaiki by himself. Later that day, he and Hitagi come face to face to Kaiki, but they hear from him, much to their surprise, that he is already leaving the city and Karen should recover in a few days. After letting off all anguish she harbored on him all those time, Hitagi lets Kaiki leave unharmed, and claiming she can finally move on with her life, she asks Koyomi to spend the night with her. In the next day, Koyomi returns home to find that Karen is already fully recovered, and both his sisters leave in a hurry, claiming that there is still work for them to do, due to all the damage Kaiki left behind among their classmates. |7.0|2.0|2012-02-18|
6377||Saverio Guerra|||||guestStars
6378||Dick York|||||guestStars
6382|Count Noda||Won Bong asks Young Jin about her relationship with Prosecutor Fukuda. He then warns her that if he were to become a hindrance to their purpose, he would kill him, she tells him that she will eliminate him herself. Later, Won Bong discloses Count Noda as their target and asks Young Jin to help with the assassination.|15.0|1.0|2019-06-01|
6383|Hostile Makeover||The Ventures are back! And they’re movin’ on up to a deluxe apartment in the sky. But will mo’ money bring mo’ problems? And can The Monarch handle the commute?|1.0|6.0|2016-02-01|
6385||Branko Samarovski|||||actor
6386||Raven Goodwin|||||actor
6390||Howard Hover|||||guestStars
6392|Tiny Little Me||Monty and Jimmy Jones think nothing interesting happens in the garden, until they shrink to the size of a bee and go exploring.|4.0|1.0|2016-06-23|
6393|Interior Decorator||Larry has some medical problems involving a certain bracelet. No biggy. Then larger problems arise when Larry finds out he shares the same interior decorator as Diane Keaton.|5.0|1.0|2000-11-12|
6394||Judson Pratt|||||guestStars
6395||Lucci Ferreira|||||actor
6396|Presenting document Exit Through the Gift Shop|||17.0|0.0|2013-10-02|
6397|Nad?je||Nyn? je rok 1797, Franti?ek m? dv? d?ti. Odj??d? do Prahy. Setk?v? se s Th?mem, ten p?i?el o pr?ci u divadla a rozhodne se odjet do Plzn?. Nav?c odhalil Paulinu nev?ru. Paula se ale nakonec rozhodne odjet s n?m. Zd? se, ?e vlastenectv? te? stoj? v pozad?, habsbursk? monarchie mus? ?elit francouzsk?mu vyhl??en? v?lky. Franti?ek chce doma organizovat ?esk? divadlo. Nar??? ale na nesouhlas vy???ch m?st. Stejn? tak s p?j?ov?n?m knih, kter? mu jsou zabaveny. Pozd?ji mu jsou zase vr?ceny a Franti?ek se mus? rozhodnout, jestli je bude p?j?ovat d?l. I p?es p?ek??ky chce Franti?ek ve vlasteneck? pr?ci pokra?ovat.|13.0|1.0||
6398|Extinction||Resurrected Darken Rahl risks the Keeper's wrath by acquiring the secrets of an ancient scroll, forcing the Seeker into an uneasy alliance with his evil brother.|19.0|2.0|2010-05-01|
6399|About Truth|||4.0|2.0|2014-09-24|
6400||Michael G. Hagerty|||||guestStars
6401|Light||When the evil Mord'Sith Denna takes Zedd captive, Richard must abandon his mission to rescue the wizard.|8.0|2.0|2010-01-16|
6402|Ice Station - Impossible!||Dr. Venture, Pete White and Master Billy Quizboy are invited to take part in a top secret government think tank run by supergenius Professor Impossible (coincidentally their former college professor), but Doc's life is in jeopardy once he learns the dark secrets of Impossible's sequestered family. Meanwhile, Hank has become a walking time bomb thanks to a stolen Cold War serum, and Brock and Dean must race the clock to save him.|7.0|1.0|2004-09-18|
