id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/numberOfSeasons|http://dbpedia.org/ontology/numberOfEpisodes|http://dbpedia.org/ontology/birthDate|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/last_air_date|https://www.scads.de/movieBenchmark/ontology/release_year|http://dbpedia.org/ontology/runtime|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/origin_country
5277||Martin Landau||||||||||||
5278||Iain Smith||||||||||||
5279|The Black Swan||Larry has bad luck on the same golf hole twice.|7.0|7.0||||2009-11-01||2009-01-01|||
5280||Rodolfo Sciammarella||||||||||||
5281||Roman Weyl||||||||||||
5282||Florian Ferrier||||||||||||
5283|El Dentista|||4.0|6.0||||1999-01-28||1999-01-01|||
5284|Death of a Doxy (2)||A simple favor for a friend leads Archie to a dead body. The friend is arrested but Wolfe suspects the real murderer is still on the loose, though Archie isn't so sure. His investigations take him to the victim's sister, who is willing to go to any length to keep her sibling's transgressions a secret. Only a clever ruse by Wolfe finally flushes out the killer.|2.0|2.0||||2002-04-14||2002-01-01|||
5285|Go Fish||Once again, Jacques demonstrates techniques to help you spend less time in the kitchen. Asparagus Custards and an Apple Skillet Cake can be done ahead, and re-heated. A quick Cold Black Bean Soup can be made in minutes and Slow-cooked Tuna Steaks with Tomato Relish free up the cook while the oven does most of the work.|25.0|1.0|||||||||
5286||Tuomas Milonoff||||||||||||
5287||Megumi Hayashibara||||||||||||
5288|Buffet's the Way ||Jacques prepares a beautiful room temperature buffet in which all of the dishes can be prepared ahead. A menu of Pico de Gallo, Asparagus with Croutons and Chorizo, Melon and Prosciutto, Oven-Baked Salmon with Sun-Dried Tomato and Salsa Mayonnaise, Sweet Cheese Medley, and a gorgeous, layered Almond Cake with Berries is ideal for any celebratory gathering of family and friends.|1.0|1.0||||2004-10-02||2004-01-01|||
5289|Bamboo Derby II ~ Sponge Bridge|||18.0|1.0|||||||||
5290|Edwina's Escapade|||5.0|1.0||||1960-10-16||1960-01-01|||
5291||Fausto Ancillai||||||||||||
5292||Ned Vukovic||||||||||||
5293|Fish Squeezer||Mike travels to New Mexico to work as a Fish Squeezer with the Department of Game and Fish. Then he heads to Virginia to practice the ancient art of pet acupuncture on a goat named Lilly.|1.0|8.0||||2011-12-13||2011-01-01|||
5294||SundanceTV||||||||||||US
5295||Radoslav Brzobohat?||||||||||||
5296||Genjiro Arato||||||||||||
5297||Phil Harris||||||||||||
5298|When Queens Ride By|||21.0|8.0||||1961-03-12||1961-01-01|||
5299||Jon Plowman||||||||||||
5300||Renato Terra||||||||||||
5301|The Therapists||Larry tries to use Cheryl's therapist to get back into her good graces after getting bad advice from his own; Larry's miffed at Marty's participation level in an Alzheimer's walk|9.0|6.0||||2007-11-04||2007-01-01|||
5302||Josie Pledge||||||||||||
5303||Trigger Street Productions||||||||||||US
5304||Sam Raimi||||||||||||
5305||Kari Skogland||||||||||||
5306||Roman Ledenyov||||||||||||
5307||Ub Iwerks||||||||||||
5308||Lee Mun-sik||||||||||||
5309||Adelaide Clemens||||||||||||
5310||Derek Simmons||||||||||||
5311||Adolfo Linvel||||||||||||
5312||Tony Morphett||||||||||||
5313||Strand Releasing||||||||||||
5314||Kazunari Niigaki||||||||||||
5315||Jason Salkey||||||||||||
5316||ARTE France Cin?ma||||||||||||FR
5317||Gancho Ganchev||||||||||||
5318||Frederick B. Owens||||||||||||
5319|Toma||Toma is an American crime drama series that ran on ABC in 1973 and 1974.|||1.0|22.0||1973-03-21|1974-05-10|1973-01-01|60, 48||US
5320|Vehicular Fellatio||Against the will of a renowned doctor, Larry tries his best to irritate Loretta. Once again, Larry causes issues in Richard Lewis' new relationship, and, after being unintentionally tipped off by Leon, takes advantage of the wife of a depressed friend.|2.0|7.0||||2009-09-27||2009-01-01|||
5321||Raoul Coutard||||||||||||
5322|Forbidden Island|||5.0|1.0||||1962-03-20||1962-01-01|||
5323||Rob Kellum||||||||||||
5324|Ballroom Dancing||The gang decides to join Ash and Jess at a ballroom dancing class. Nimble on his feet, Stuart quickly becomes teacher's pet, leaving Freddie in a huff, while Violet becomes a hit with the amorous teacher in other ways.|3.0|2.0||||2015-06-15||2015-01-01|||
5325|Shrimper||Mike goes to South Carolina and learns about shrimping.  He also helps study the shrimp population in order to find out when it's time to open the shrimping season.  Mike then goes to the swamps of Louisiana to catch some crawfish. Finally, Mike goes to Washington to clean up an illegal tire dump and recycle some tires.|10.0|1.0||||2005-10-18||2005-01-01|||
5326||T.J. Miller||||||||||||
5327|Hexagon||||||||1994-01-01||1994-01-01|60||
5328|S-H–SHIPPING||JJ’s pressured to date a new student at school who also has cerebral palsy. Maya and Jimmy teach Ray and his girlfriend to think less. Dylan teams with Lafayette alumni to rebel against the school’s “no-prank” initiative.|6.0|2.0||||2017-11-01||2017-01-01|||
5329|The Silent Speaker (1)|||13.0|2.0||||2002-07-14||2002-01-01|||
5330|Dining Al Fresco||Take a little extra time at the grocery store or specialty market and introduce new ingredients to the pantry. Mirin, a sweet Japanese rice wine, adds crisp, light flavor to Sea Bass Gravlax with Cucumbers. Anchovies and tuna in oil are part of a quick sauce for Chicken Tonnato. A can of chestnut puree makes the dense Chestnut and Chocolate Cake an easy to prepare, at-home luxury. A different jam or vinegar makes Blueberries in Raspberry Sauce with Ice Cream and Summertime Salad sparkle.|20.0|1.0|||||||||
5331|La mujer en el espejo||La Mujer en el Espejo is the title of a Colombian telenovela that first aired in Colombia in 1997 and was later remade & aired again in Colombia in 2004 by Telemundo.|||0.0|0.0|||||| Drama|CO
5332||Clifton Lloyd Bryan||||||||||||
5333||Sue Whitaker||||||||||||
5334|Isabelita||In order to seduce a humble man, a rich girl pretends to be a maid.||||||1940-07-31||1940-01-01|79|Comedy|
5335||Billy Whitaker||||||||||||
5336||Dieter Borsche||||||||||||
5337||Jayne Atkinson||||||||||||
5338||Bruno Lagoarde||||||||||||
5339|Bug Detective||Mike visits a forensic entomology lab where he helps inspect pig carcasses for maggots and other insects.|17.0|6.0||||2010-11-28||2010-01-01|||
5340|A Case of Do or Die||Ballard and Bayliss are called to the scene of the mysterious death of a woman, whose body is found at the bottom of a forty-foot cliff. This victim was to be married the following morning. The two detectives work to determine whether the death was accidental or intentional (via murder or suicide). Meanwhile Sheppard and MGee begin investigating the death of a movie patron, whose body was discovered after the show ended and the theater cleared out. MGee mentions to Sheppard that his sister is about to have a baby, which means Gee is about to become a grandfather. Their investigation reveals that the movie patron was regularly loud and obnoxious and thus bad for business. When an overdose of a sedative is found in his bloodstream, the detectives question the theater owner, who was currently in litigation with the victim. Unfortunately for Ballard and Bayliss, their case remains unsolved.|14.0|7.0||||1999-02-12||1999-01-01|||
5341||Jamie Young||||||||||||
5342|Mr. Wilson's Wife: Part 1|||26.0|6.0||||1959-04-05||1959-01-01|||
5343|Episode 8|||8.0|2.0||||2018-09-02||2018-01-01|||
5344||Martin J?lek||||||||||||
5345||Gavin Free||||||||||||
5346|Feeling Friendless||Feeling alienated, Mary Jane allows her own party to be transformed into a media event. Niecy returns to Atlanta invigorated and ready to set her dreams in motion. Patrick becomes a montor to a rowdy activist.|14.0|4.0||||2017-08-08||2017-01-01|||
5347|Episode 1|||1.0|1.0||||2016-12-06||2016-01-01|||
5348||Lyudmila Savchenko||||||||||||
5349|The Lefty Call||Larry regrets getting Cha-Cha a job in his building when she monitors his bathroom habits, and runs into further problems with her when he has to make phone calls 'lefty'; the Blacks and Larry are fed up with Cheryl's environmentally conscious, but uncomfortable, toilet paper; a waiter objects to a doggie bag actually being prepared for a dog.|4.0|6.0||||2007-09-30||2007-01-01|||
5350||Eric Quizon||||||||||||
5351|The Test||When the shoot gate won't open, Stoney gets trampled by a bronc. He should only have a concussion, but he can't move his legs. The doctors can't find a reason for it, but it keeps him from the National Finals and may keep him from riding ever again.|31.0|1.0||||1963-05-13||1963-01-01|||
5352||Alison Steadman||||||||||||
5353||NTV||||||||||||JP
5354||Cameron Mitchell||||||||||||
5355||Hiroshi Ito||||||||||||
5356||Siegfried Wischnewski||||||||||||
5357||Barry J. Kelly||||||||||||
5358||Nadir Zeynalov||||||||||||
5359|Episode 8|||8.0|1.0||||2014-07-03||2014-01-01|||
5360||Susan Inge Wood||||||||||||
5361||Chen Amsalem||||||||||||
5362|Getting Judged||A leaked story in the press about Mary Jane threatens to derail one of the most important moments of her career.|7.0|4.0||||2017-02-28||2017-01-01|||
5363|Angharad Arrives||Saddened by Marged's death and by the failure of the strike, lanto and Owen have left for London. Their first letter home contains a cutting from The Times concerning Angharad and lestyn.|4.0|1.0||||1976-01-19||1976-01-01|||
5364|Death in a Heartbeat - The Body in the Bag||CI examines the Dr Victor Chang extortion murder as well as the horrific Jane Doe Case where a girl is found lying on the side of the road of an inner Sydney suburb wrapped in two plastic garbage bags.|3.0|1.0||||2005-08-01||2005-01-01|||
5365|Fun Factory||When Stan tells Monty and Jimmy Jones that it's time to leave the park, Monty wonders why fun things have to come to an end.|42.0|1.0||||2017-05-02||2017-01-01|||
5366||Jim Bridwell||||||||||||
5367||Ronald L. Carr||||||||||||
5368||Rosa Novell||||||||||||
5369||Roger M. Rothstein||||||||||||
5370|Spider Pharm||Mike ventures to Payette, Idaho to learn how to make high quality bird food. Then he heads to Yarnell, Arizona to collect spiders from the desert to milk them for their venom.|6.0|5.0||||2009-02-10||2009-01-01|||
5371|Stealth Robber||Ace and Cosmo were practicing their new act in the middle of a hard rainstorm when suddenly they crash into what seems to be an invisible helicopter. Cosmo ejects from the jet safely at the same time Ace enters the chopper. Just as Ace looks at the cargo, he hears a scarely and familiar voice and gets punched. This voice belongs to Faceless, and the punch comes from one of her henchmen. As for the crates, they contain $200 million stolen from Central Bank. Ace and Faceless are again rivals, Ace manages to get something while she shorts out the turbo reactor on his escape suit when he gets thrown out of the chopper. Ace dives safely into only for Capt. Friedrichs to arrest him. Vega wants 24 hours to help Ace and Cosmo find the stolen money. They go to work immediately and they learned that Faceless has acquired a camoflage technology which makes her seem like invisible. Angel works on enhancing some of Ace's equipment to fight Faceless. But Faceless sabotages the Magic Express but she|17.0|1.0||||1999-06-19||1999-01-01|||
5372|The Seder||Cheryl puts on a Passover Seder, which Larry promptly finds numerous ways to ruin.|7.0|5.0||||2005-11-13||2005-01-01|||
5373||Park Soo-jin||||||||||||
5374||Chance Prophet||||||||||||
5375||Clayton Delery-Edwards||||||||||||
5376||Bob Mason||||||||||||
5377|Isaac Newton||'He was a scientist who thought he could turn lead into gold. He wasan obsessive with a secret Swiss boyfriend. And, in the world of TheMark Steel Lectures, he likes Alphabetti Spaghetti and theCommunards.The contradictions of this fascinating character, half-scientist,half-magician, take us from Newton’s childhood penchant for arsonto the Houses of Parliament via Old Compton Street, discovering onthe way why God can’t draw circles and what Cliff Richard will bedoing in the year 3150. Mark Steel explores the world and the discoveries of Isaac Newton –surely one of Britain’s finest scientific alchemical gayfraud-busting genius MPs.|2.0|1.0||||2003-10-14||2003-01-01|||
5378||Amy Danles||||||||||||
5379|Episode 23|||23.0|1.0||||2003-02-13||2003-01-01|||
5380||Jim Smith||||||||||||
5381|S-T– STAGE MOM||Seeing the kids believe she exists to solely serve at their pleasure, Maya takes the stage to prove she has so much more to offer. Kenneth finds JJ a job, and JJ finds an unlikely rival. Ray goes undercover informing parents on his classmates’ social lives and gets in too deep.|5.0|3.0||||2018-11-09||2018-01-01|||
5382||Wolfgang Randel||||||||||||
5383|Healing Mother's Two Faces (1)|||2.0|1.0||||2017-01-15||2017-01-01|||
5384||Jodie Foster||||||||||||
5385||Carla Regina||||||||||||
5386|Monty Rides Again||Monty is nervous about trying skateboarding and begins wondering why some people just seem to have courage and others don't.|73.0|1.0||||2017-11-01||2017-01-01|||
5387||Alexis Malone||||||||||||
5388||Assumpta Serna||||||||||||
5389|Sea Lamprey Exterminator||Mike helps the U.S. Fish and Wildlife Service in battling the sea lamprey population that threatens the fishing industry of the Great Lakes. Also, Mike makes meat gel to feed fish in Mandalay Bay Hotel and Casino's shark reef aquarium.|12.0|6.0||||2010-11-02||2010-01-01|||
5390||Jacqueline Thi?dot||||||||||||
5391||Sibyl Buck||||||||||||
5392|Kellerman, P.I. (2)||Debbie Straub signs the plea agreement, pointing to Craig as the killer of the baby. Falsone wants more time to work on the case. Danvers reminds Kellerman there was a time when the truth mattered more than his paycheck. Gharty goes off when Sheppard and MGee ask to many questions about Kellerman's leaving of the homicide unit. Kellerman appears to begin doing the right thing, but doesn't pass anything on to anyone who might be able to do anything with it. Craig believes that Debbie isn't going to let him down and he has no plans to testify on his own behalf. Ballard searches for a dinner date when Falsone leaves a message he won't be joining her. When she sees him in the Waterfront later, she lets him know how she feels about his method of communication. The case goes to trial, Debbie testifies that Craig killed the baby; with no evidence to the contrary, the jury finds Craig guilty. Falsone talks with Craig about what really happened; however, it is all to no avail as the following m|9.0|7.0||||1998-12-11||1998-01-01|||
